fecha,combustible,precio,tipo_cambio
2013-02-08,Búnker,22.72,7.87695
2013-02-08,Diésel,31.71,7.87695
2013-02-08,GLP,99.0,7.87695
2013-02-08,Regular,32.67,7.87695
2013-02-08,Superior,34.08,7.87695
2013-02-11,Búnker,22.85,7.87651
2013-02-11,Diésel,31.71,7.87651
2013-02-11,GLP,99.0,7.87651
2013-02-11,Regular,32.67,7.87651
2013-02-11,Superior,34.08,7.87651
2013-02-12,Búnker,22.85,7.8432
2013-02-12,Diésel,31.71,7.8432
2013-02-12,GLP,99.0,7.8432
2013-02-12,Regular,32.67,7.8432
2013-02-12,Superior,34.08,7.8432
2013-02-13,Búnker,22.85,7.82537
2013-02-13,Diésel,31.71,7.82537
2013-02-13,GLP,99.0,7.82537
2013-02-13,Regular,32.67,7.82537
2013-02-13,Superior,34.08,7.82537
2013-02-14,Búnker,22.85,7.82847
2013-02-14,Diésel,31.71,7.82847
2013-02-14,GLP,99.0,7.82847
2013-02-14,Regular,32.67,7.82847
2013-02-14,Superior,34.08,7.82847
2013-02-15,Búnker,22.85,7.85718
2013-02-15,Diésel,32.58,7.85718
2013-02-15,GLP,99.0,7.85718
2013-02-15,Regular,33.61,7.85718
2013-02-15,Superior,35.0,7.85718
2013-02-19,Búnker,22.85,7.8147
2013-02-19,Diésel,32.77,7.8147
2013-02-19,GLP,99.0,7.8147
2013-02-19,Regular,33.81,7.8147
2013-02-19,Superior,35.3,7.8147
2013-02-20,Búnker,22.85,7.82213
2013-02-20,Diésel,32.77,7.82213
2013-02-20,GLP,99.0,7.82213
2013-02-20,Regular,33.81,7.82213
2013-02-20,Superior,35.3,7.82213
2013-02-21,Búnker,22.85,7.81524
2013-02-21,Diésel,32.77,7.81524
2013-02-21,GLP,99.0,7.81524
2013-02-21,Regular,33.81,7.81524
2013-02-21,Superior,35.3,7.81524
2013-02-22,Búnker,22.85,7.80269
2013-02-22,Diésel,32.77,7.80269
2013-02-22,GLP,99.0,7.80269
2013-02-22,Regular,33.81,7.80269
2013-02-22,Superior,35.3,7.80269
2013-02-25,Búnker,22.85,7.78788
2013-02-25,Diésel,33.09,7.78788
2013-02-25,GLP,99.0,7.78788
2013-02-25,Regular,34.25,7.78788
2013-02-25,Superior,35.72,7.78788
2013-02-26,Búnker,22.85,7.78912
2013-02-26,Diésel,33.09,7.78912
2013-02-26,GLP,99.0,7.78912
2013-02-26,Regular,34.25,7.78912
2013-02-26,Superior,35.72,7.78912
2013-02-27,Búnker,22.85,7.82737
2013-02-27,Diésel,33.09,7.82737
2013-02-27,GLP,99.0,7.82737
2013-02-27,Regular,34.25,7.82737
2013-02-27,Superior,35.72,7.82737
2013-02-28,Búnker,22.85,7.83436
2013-02-28,Diésel,33.09,7.83436
2013-02-28,GLP,99.0,7.83436
2013-02-28,Regular,34.25,7.83436
2013-02-28,Superior,35.72,7.83436
2013-03-01,Búnker,22.85,7.84107
2013-03-01,Diésel,33.09,7.84107
2013-03-01,GLP,99.0,7.84107
2013-03-01,Regular,34.25,7.84107
2013-03-01,Superior,35.72,7.84107
2013-03-04,Búnker,22.85,7.8375
2013-03-04,Diésel,33.09,7.8375
2013-03-04,GLP,99.0,7.8375
2013-03-04,Regular,34.25,7.8375
2013-03-04,Superior,35.72,7.8375
2013-03-05,Búnker,22.85,7.83145
2013-03-05,Diésel,33.09,7.83145
2013-03-05,GLP,99.0,7.83145
2013-03-05,Regular,34.25,7.83145
2013-03-05,Superior,35.72,7.83145
2013-03-06,Búnker,22.85,7.82034
2013-03-06,Diésel,33.09,7.82034
2013-03-06,GLP,99.0,7.82034
2013-03-06,Regular,34.25,7.82034
2013-03-06,Superior,35.72,7.82034
2013-03-07,Búnker,22.85,7.79946
2013-03-07,Diésel,33.09,7.79946
2013-03-07,GLP,99.0,7.79946
2013-03-07,Regular,34.25,7.79946
2013-03-07,Superior,35.72,7.79946
2013-03-08,Búnker,22.85,7.79491
2013-03-08,Diésel,33.09,7.79491
2013-03-08,GLP,109.00000000000001,7.79491
2013-03-08,Regular,34.25,7.79491
2013-03-08,Superior,35.72,7.79491
2013-03-11,Búnker,22.42,7.80799
2013-03-11,Diésel,31.69,7.80799
2013-03-11,GLP,109.00000000000001,7.80799
2013-03-11,Regular,33.23,7.80799
2013-03-11,Superior,34.69,7.80799
2013-03-12,Búnker,22.42,7.80167
2013-03-12,Diésel,31.69,7.80167
2013-03-12,GLP,109.00000000000001,7.80167
2013-03-12,Regular,33.23,7.80167
2013-03-12,Superior,34.69,7.80167
2013-03-13,Búnker,22.42,7.80106
2013-03-13,Diésel,31.69,7.80106
2013-03-13,GLP,109.00000000000001,7.80106
2013-03-13,Regular,33.23,7.80106
2013-03-13,Superior,34.69,7.80106
2013-03-14,Búnker,22.42,7.80312
2013-03-14,Diésel,31.69,7.80312
2013-03-14,GLP,109.00000000000001,7.80312
2013-03-14,Regular,33.23,7.80312
2013-03-14,Superior,34.69,7.80312
2013-03-15,Búnker,22.42,7.80909
2013-03-15,Diésel,31.69,7.80909
2013-03-15,GLP,109.00000000000001,7.80909
2013-03-15,Regular,33.23,7.80909
2013-03-15,Superior,34.69,7.80909
2013-03-18,Búnker,22.4,7.80829
2013-03-18,Diésel,31.69,7.80829
2013-03-18,GLP,109.00000000000001,7.80829
2013-03-18,Regular,33.23,7.80829
2013-03-18,Superior,34.69,7.80829
2013-03-19,Búnker,22.4,7.81449
2013-03-19,Diésel,31.69,7.81449
2013-03-19,GLP,109.00000000000001,7.81449
2013-03-19,Regular,33.23,7.81449
2013-03-19,Superior,34.69,7.81449
2013-03-20,Búnker,22.4,7.83731
2013-03-20,Diésel,31.69,7.83731
2013-03-20,GLP,109.00000000000001,7.83731
2013-03-20,Regular,33.23,7.83731
2013-03-20,Superior,34.69,7.83731
2013-03-21,Búnker,22.4,7.82669
2013-03-21,Diésel,31.69,7.82669
2013-03-21,GLP,109.00000000000001,7.82669
2013-03-21,Regular,33.23,7.82669
2013-03-21,Superior,34.69,7.82669
2013-03-22,Búnker,22.4,7.81888
2013-03-22,Diésel,31.69,7.81888
2013-03-22,GLP,109.00000000000001,7.81888
2013-03-22,Regular,33.23,7.81888
2013-03-22,Superior,34.69,7.81888
2013-03-25,Búnker,22.4,7.80133
2013-03-25,Diésel,30.67,7.80133
2013-03-25,GLP,109.00000000000001,7.80133
2013-03-25,Regular,33.23,7.80133
2013-03-25,Superior,34.69,7.80133
2013-03-26,Búnker,22.4,7.78541
2013-03-26,Diésel,30.67,7.78541
2013-03-26,GLP,109.00000000000001,7.78541
2013-03-26,Regular,33.23,7.78541
2013-03-26,Superior,34.69,7.78541
2013-03-27,Búnker,22.4,7.77744
2013-03-27,Diésel,30.67,7.77744
2013-03-27,GLP,109.00000000000001,7.77744
2013-03-27,Regular,33.23,7.77744
2013-03-27,Superior,34.69,7.77744
2013-03-28,Búnker,22.4,7.77744
2013-03-28,Diésel,30.67,7.77744
2013-03-28,GLP,109.00000000000001,7.77744
2013-03-28,Regular,33.23,7.77744
2013-03-28,Superior,34.69,7.77744
2013-04-01,Búnker,22.39,7.77201
2013-04-01,Diésel,30.67,7.77201
2013-04-01,GLP,109.00000000000001,7.77201
2013-04-01,Regular,33.23,7.77201
2013-04-01,Superior,34.69,7.77201
2013-04-02,Búnker,22.39,7.7712
2013-04-02,Diésel,30.67,7.7712
2013-04-02,GLP,109.00000000000001,7.7712
2013-04-02,Regular,33.23,7.7712
2013-04-02,Superior,34.69,7.7712
2013-04-03,Búnker,22.39,7.7873
2013-04-03,Diésel,30.67,7.7873
2013-04-03,GLP,109.00000000000001,7.7873
2013-04-03,Regular,33.23,7.7873
2013-04-03,Superior,34.69,7.7873
2013-04-04,Búnker,22.39,7.80479
2013-04-04,Diésel,30.67,7.80479
2013-04-04,GLP,109.00000000000001,7.80479
2013-04-04,Regular,33.23,7.80479
2013-04-04,Superior,34.69,7.80479
2013-04-05,Búnker,22.39,7.82186
2013-04-05,Diésel,30.67,7.82186
2013-04-05,GLP,109.00000000000001,7.82186
2013-04-05,Regular,33.23,7.82186
2013-04-05,Superior,34.69,7.82186
2013-04-08,Búnker,22.4,7.81795
2013-04-08,Diésel,30.67,7.81795
2013-04-08,GLP,109.00000000000001,7.81795
2013-04-08,Regular,33.23,7.81795
2013-04-08,Superior,34.69,7.81795
2013-04-09,Búnker,22.4,7.80612
2013-04-09,Diésel,30.67,7.80612
2013-04-09,GLP,109.00000000000001,7.80612
2013-04-09,Regular,33.23,7.80612
2013-04-09,Superior,34.69,7.80612
2013-04-10,Búnker,22.4,7.79465
2013-04-10,Diésel,30.67,7.79465
2013-04-10,GLP,109.00000000000001,7.79465
2013-04-10,Regular,33.23,7.79465
2013-04-10,Superior,34.69,7.79465
2013-04-11,Búnker,22.4,7.79804
2013-04-11,Diésel,30.67,7.79804
2013-04-11,GLP,109.00000000000001,7.79804
2013-04-11,Regular,33.23,7.79804
2013-04-11,Superior,34.69,7.79804
2013-04-12,Búnker,22.4,7.80291
2013-04-12,Diésel,30.67,7.80291
2013-04-12,GLP,109.00000000000001,7.80291
2013-04-12,Regular,33.23,7.80291
2013-04-12,Superior,34.69,7.80291
2013-04-15,Búnker,22.3,7.79161
2013-04-15,Diésel,30.67,7.79161
2013-04-15,GLP,109.00000000000001,7.79161
2013-04-15,Regular,33.23,7.79161
2013-04-15,Superior,34.69,7.79161
2013-04-16,Búnker,22.3,7.78783
2013-04-16,Diésel,30.67,7.78783
2013-04-16,GLP,109.00000000000001,7.78783
2013-04-16,Regular,33.23,7.78783
2013-04-16,Superior,34.69,7.78783
2013-04-17,Búnker,22.3,7.79104
2013-04-17,Diésel,30.67,7.79104
2013-04-17,GLP,109.00000000000001,7.79104
2013-04-17,Regular,33.23,7.79104
2013-04-17,Superior,34.69,7.79104
2013-04-18,Búnker,22.3,7.7969
2013-04-18,Diésel,30.67,7.7969
2013-04-18,GLP,109.00000000000001,7.7969
2013-04-18,Regular,33.23,7.7969
2013-04-18,Superior,34.69,7.7969
2013-04-19,Búnker,22.3,7.80243
2013-04-19,Diésel,30.67,7.80243
2013-04-19,GLP,109.00000000000001,7.80243
2013-04-19,Regular,33.23,7.80243
2013-04-19,Superior,34.69,7.80243
2013-04-22,Búnker,22.4,7.7996
2013-04-22,Diésel,28.54,7.7996
2013-04-22,GLP,109.00000000000001,7.7996
2013-04-22,Regular,31.51,7.7996
2013-04-22,Superior,32.94,7.7996
2013-04-23,Búnker,22.4,7.79945
2013-04-23,Diésel,28.54,7.79945
2013-04-23,GLP,109.00000000000001,7.79945
2013-04-23,Regular,31.51,7.79945
2013-04-23,Superior,32.94,7.79945
2013-04-24,Búnker,22.4,7.80221
2013-04-24,Diésel,28.54,7.80221
2013-04-24,GLP,109.00000000000001,7.80221
2013-04-24,Regular,31.51,7.80221
2013-04-24,Superior,32.94,7.80221
2013-04-25,Búnker,22.4,7.8024
2013-04-25,Diésel,28.54,7.8024
2013-04-25,GLP,109.00000000000001,7.8024
2013-04-25,Regular,31.51,7.8024
2013-04-25,Superior,32.94,7.8024
2013-04-26,Búnker,22.4,7.79046
2013-04-26,Diésel,28.54,7.79046
2013-04-26,GLP,109.00000000000001,7.79046
2013-04-26,Regular,31.51,7.79046
2013-04-26,Superior,32.94,7.79046
2013-04-29,Búnker,21.66,7.78637
2013-04-29,Diésel,28.39,7.78637
2013-04-29,GLP,109.00000000000001,7.78637
2013-04-29,Regular,31.33,7.78637
2013-04-29,Superior,32.77,7.78637
2013-04-30,Búnker,21.66,7.78443
2013-04-30,Diésel,28.39,7.78443
2013-04-30,GLP,109.00000000000001,7.78443
2013-04-30,Regular,31.33,7.78443
2013-04-30,Superior,32.77,7.78443
2013-05-01,Búnker,21.66,7.78443
2013-05-01,Diésel,28.39,7.78443
2013-05-01,GLP,109.00000000000001,7.78443
2013-05-01,Regular,31.33,7.78443
2013-05-01,Superior,32.77,7.78443
2013-05-02,Búnker,21.66,7.7811
2013-05-02,Diésel,28.39,7.7811
2013-05-02,GLP,109.00000000000001,7.7811
2013-05-02,Regular,31.33,7.7811
2013-05-02,Superior,32.77,7.7811
2013-05-03,Búnker,21.66,7.78097
2013-05-03,Diésel,28.39,7.78097
2013-05-03,GLP,109.00000000000001,7.78097
2013-05-03,Regular,31.33,7.78097
2013-05-03,Superior,32.77,7.78097
2013-05-06,Búnker,21.68,7.78196
2013-05-06,Diésel,28.24,7.78196
2013-05-06,GLP,109.00000000000001,7.78196
2013-05-06,Regular,31.22,7.78196
2013-05-06,Superior,32.63,7.78196
2013-05-07,Búnker,21.68,7.78021
2013-05-07,Diésel,28.24,7.78021
2013-05-07,GLP,109.00000000000001,7.78021
2013-05-07,Regular,31.22,7.78021
2013-05-07,Superior,32.63,7.78021
2013-05-08,Búnker,21.68,7.77743
2013-05-08,Diésel,28.24,7.77743
2013-05-08,GLP,109.00000000000001,7.77743
2013-05-08,Regular,31.22,7.77743
2013-05-08,Superior,32.63,7.77743
2013-05-09,Búnker,21.68,7.77586
2013-05-09,Diésel,28.24,7.77586
2013-05-09,GLP,109.00000000000001,7.77586
2013-05-09,Regular,31.22,7.77586
2013-05-09,Superior,32.63,7.77586
2013-05-10,Búnker,21.68,7.78322
2013-05-10,Diésel,28.24,7.78322
2013-05-10,GLP,109.00000000000001,7.78322
2013-05-10,Regular,31.22,7.78322
2013-05-10,Superior,32.63,7.78322
2013-05-13,Búnker,22.39,7.77611
2013-05-13,Diésel,29.17,7.77611
2013-05-13,GLP,109.00000000000001,7.77611
2013-05-13,Regular,32.19,7.77611
2013-05-13,Superior,33.65,7.77611
2013-05-14,Búnker,22.39,7.7752
2013-05-14,Diésel,29.17,7.7752
2013-05-14,GLP,109.00000000000001,7.7752
2013-05-14,Regular,32.19,7.7752
2013-05-14,Superior,33.65,7.7752
2013-05-15,Búnker,22.39,7.78677
2013-05-15,Diésel,29.17,7.78677
2013-05-15,GLP,109.00000000000001,7.78677
2013-05-15,Regular,32.19,7.78677
2013-05-15,Superior,33.65,7.78677
2013-05-16,Búnker,22.39,7.79604
2013-05-16,Diésel,29.17,7.79604
2013-05-16,GLP,109.00000000000001,7.79604
2013-05-16,Regular,32.19,7.79604
2013-05-16,Superior,33.65,7.79604
2013-05-17,Búnker,22.39,7.79649
2013-05-17,Diésel,29.17,7.79649
2013-05-17,GLP,109.00000000000001,7.79649
2013-05-17,Regular,32.19,7.79649
2013-05-17,Superior,33.65,7.79649
2013-05-20,Búnker,22.44,7.78602
2013-05-20,Diésel,29.44,7.78602
2013-05-20,GLP,109.00000000000001,7.78602
2013-05-20,Regular,33.87,7.78602
2013-05-20,Superior,35.39,7.78602
2013-05-21,Búnker,22.44,7.78724
2013-05-21,Diésel,29.44,7.78724
2013-05-21,GLP,109.00000000000001,7.78724
2013-05-21,Regular,33.87,7.78724
2013-05-21,Superior,35.39,7.78724
2013-05-22,Búnker,22.44,7.78975
2013-05-22,Diésel,29.44,7.78975
2013-05-22,GLP,109.00000000000001,7.78975
2013-05-22,Regular,33.87,7.78975
2013-05-22,Superior,35.39,7.78975
2013-05-23,Búnker,22.44,7.79868
2013-05-23,Diésel,29.44,7.79868
2013-05-23,GLP,109.00000000000001,7.79868
2013-05-23,Regular,33.87,7.79868
2013-05-23,Superior,35.39,7.79868
2013-05-24,Búnker,22.44,7.79545
2013-05-24,Diésel,29.44,7.79545
2013-05-24,GLP,109.00000000000001,7.79545
2013-05-24,Regular,33.87,7.79545
2013-05-24,Superior,35.39,7.79545
2013-05-28,Búnker,22.44,7.78919
2013-05-28,Diésel,27.86,7.78919
2013-05-28,GLP,109.00000000000001,7.78919
2013-05-28,Regular,32.37,7.78919
2013-05-28,Superior,33.88,7.78919
2013-05-29,Búnker,22.44,7.79165
2013-05-29,Diésel,27.86,7.79165
2013-05-29,GLP,109.00000000000001,7.79165
2013-05-29,Regular,32.37,7.79165
2013-05-29,Superior,33.88,7.79165
2013-05-30,Búnker,22.44,7.79659
2013-05-30,Diésel,27.86,7.79659
2013-05-30,GLP,109.00000000000001,7.79659
2013-05-30,Regular,32.37,7.79659
2013-05-30,Superior,33.88,7.79659
2013-05-31,Búnker,22.44,7.79449
2013-05-31,Diésel,27.86,7.79449
2013-05-31,GLP,109.00000000000001,7.79449
2013-05-31,Regular,32.37,7.79449
2013-05-31,Superior,33.88,7.79449
2013-06-03,Búnker,22.14,7.79455
2013-06-03,Diésel,27.6,7.79455
2013-06-03,GLP,109.00000000000001,7.79455
2013-06-03,Regular,32.09,7.79455
2013-06-03,Superior,33.58,7.79455
2013-06-04,Búnker,22.14,7.7907
2013-06-04,Diésel,27.6,7.7907
2013-06-04,GLP,109.00000000000001,7.7907
2013-06-04,Regular,32.09,7.7907
2013-06-04,Superior,33.58,7.7907
2013-06-05,Búnker,22.14,7.79147
2013-06-05,Diésel,27.6,7.79147
2013-06-05,GLP,109.00000000000001,7.79147
2013-06-05,Regular,32.09,7.79147
2013-06-05,Superior,33.58,7.79147
2013-06-06,Búnker,22.14,7.80251
2013-06-06,Diésel,27.6,7.80251
2013-06-06,GLP,109.00000000000001,7.80251
2013-06-06,Regular,32.09,7.80251
2013-06-06,Superior,33.58,7.80251
2013-06-07,Búnker,22.14,7.80759
2013-06-07,Diésel,27.6,7.80759
2013-06-07,GLP,109.00000000000001,7.80759
2013-06-07,Regular,32.09,7.80759
2013-06-07,Superior,33.58,7.80759
2013-06-10,Búnker,21.54,7.81078
2013-06-10,Diésel,27.03,7.81078
2013-06-10,GLP,120.0,7.81078
2013-06-10,Regular,31.51,7.81078
2013-06-10,Superior,33.0,7.81078
2013-06-11,Búnker,21.54,7.82221
2013-06-11,Diésel,27.03,7.82221
2013-06-11,GLP,120.0,7.82221
2013-06-11,Regular,31.51,7.82221
2013-06-11,Superior,33.0,7.82221
2013-06-12,Búnker,21.54,7.83966
2013-06-12,Diésel,27.03,7.83966
2013-06-12,GLP,120.0,7.83966
2013-06-12,Regular,31.51,7.83966
2013-06-12,Superior,33.0,7.83966
2013-06-13,Búnker,21.54,7.83625
2013-06-13,Diésel,27.03,7.83625
2013-06-13,GLP,120.0,7.83625
2013-06-13,Regular,31.51,7.83625
2013-06-13,Superior,33.0,7.83625
2013-06-14,Búnker,21.54,7.82029
2013-06-14,Diésel,27.03,7.82029
2013-06-14,GLP,120.0,7.82029
2013-06-14,Regular,31.51,7.82029
2013-06-14,Superior,33.0,7.82029
2013-06-17,Búnker,21.56,7.80572
2013-06-17,Diésel,28.94,7.80572
2013-06-17,GLP,120.0,7.80572
2013-06-17,Regular,32.45,7.80572
2013-06-17,Superior,33.92,7.80572
2013-06-18,Búnker,21.56,7.80884
2013-06-18,Diésel,28.94,7.80884
2013-06-18,GLP,120.0,7.80884
2013-06-18,Regular,32.45,7.80884
2013-06-18,Superior,33.92,7.80884
2013-06-19,Búnker,21.56,7.81707
2013-06-19,Diésel,28.94,7.81707
2013-06-19,GLP,120.0,7.81707
2013-06-19,Regular,32.45,7.81707
2013-06-19,Superior,33.92,7.81707
2013-06-20,Búnker,21.56,7.81761
2013-06-20,Diésel,28.94,7.81761
2013-06-20,GLP,120.0,7.81761
2013-06-20,Regular,32.45,7.81761
2013-06-20,Superior,33.92,7.81761
2013-06-21,Búnker,21.56,7.81729
2013-06-21,Diésel,28.94,7.81729
2013-06-21,GLP,120.0,7.81729
2013-06-21,Regular,32.45,7.81729
2013-06-21,Superior,33.92,7.81729
2013-06-24,Búnker,21.48,7.82058
2013-06-24,Diésel,28.51,7.82058
2013-06-24,GLP,120.0,7.82058
2013-06-24,Regular,32.01,7.82058
2013-06-24,Superior,33.5,7.82058
2013-06-25,Búnker,21.48,7.82548
2013-06-25,Diésel,28.51,7.82548
2013-06-25,GLP,120.0,7.82548
2013-06-25,Regular,32.01,7.82548
2013-06-25,Superior,33.5,7.82548
2013-06-26,Búnker,21.48,7.83063
2013-06-26,Diésel,28.51,7.83063
2013-06-26,GLP,120.0,7.83063
2013-06-26,Regular,32.01,7.83063
2013-06-26,Superior,33.5,7.83063
2013-06-27,Búnker,21.48,7.83298
2013-06-27,Diésel,28.51,7.83298
2013-06-27,GLP,120.0,7.83298
2013-06-27,Regular,32.01,7.83298
2013-06-27,Superior,33.5,7.83298
2013-06-28,Búnker,21.48,7.83298
2013-06-28,Diésel,28.51,7.83298
2013-06-28,GLP,120.0,7.83298
2013-06-28,Regular,32.01,7.83298
2013-06-28,Superior,33.5,7.83298
2013-07-01,Búnker,21.47,7.83298
2013-07-01,Diésel,28.51,7.83298
2013-07-01,GLP,120.0,7.83298
2013-07-01,Regular,32.01,7.83298
2013-07-01,Superior,33.5,7.83298
2013-07-02,Búnker,21.47,7.83596
2013-07-02,Diésel,29.4,7.83596
2013-07-02,GLP,120.0,7.83596
2013-07-02,Regular,32.1,7.83596
2013-07-02,Superior,33.59,7.83596
2013-07-03,Búnker,21.47,7.82985
2013-07-03,Diésel,29.4,7.82985
2013-07-03,GLP,120.0,7.82985
2013-07-03,Regular,32.1,7.82985
2013-07-03,Superior,33.59,7.82985
2013-07-05,Búnker,21.47,7.81349
2013-07-05,Diésel,29.4,7.81349
2013-07-05,GLP,120.0,7.81349
2013-07-05,Regular,32.1,7.81349
2013-07-05,Superior,33.59,7.81349
2013-07-08,Búnker,21.15,7.81498
2013-07-08,Diésel,30.18,7.81498
2013-07-08,GLP,120.0,7.81498
2013-07-08,Regular,32.46,7.81498
2013-07-08,Superior,33.91,7.81498
2013-07-09,Búnker,21.15,7.82045
2013-07-09,Diésel,30.18,7.82045
2013-07-09,GLP,120.0,7.82045
2013-07-09,Regular,32.46,7.82045
2013-07-09,Superior,33.91,7.82045
2013-07-10,Búnker,21.15,7.82299
2013-07-10,Diésel,30.18,7.82299
2013-07-10,GLP,120.0,7.82299
2013-07-10,Regular,32.46,7.82299
2013-07-10,Superior,33.91,7.82299
2013-07-11,Búnker,21.15,7.82498
2013-07-11,Diésel,30.18,7.82498
2013-07-11,GLP,120.0,7.82498
2013-07-11,Regular,32.46,7.82498
2013-07-11,Superior,33.91,7.82498
2013-07-12,Búnker,21.15,7.82757
2013-07-12,Diésel,30.18,7.82757
2013-07-12,GLP,120.0,7.82757
2013-07-12,Regular,32.46,7.82757
2013-07-12,Superior,33.91,7.82757
2013-07-15,Búnker,22.26,7.82275
2013-07-15,Diésel,30.18,7.82275
2013-07-15,GLP,120.0,7.82275
2013-07-15,Regular,33.31,7.82275
2013-07-15,Superior,34.85,7.82275
2013-07-16,Búnker,22.26,7.81162
2013-07-16,Diésel,30.18,7.81162
2013-07-16,GLP,120.0,7.81162
2013-07-16,Regular,33.31,7.81162
2013-07-16,Superior,34.85,7.81162
2013-07-17,Búnker,22.26,7.81008
2013-07-17,Diésel,30.18,7.81008
2013-07-17,GLP,120.0,7.81008
2013-07-17,Regular,33.31,7.81008
2013-07-17,Superior,34.85,7.81008
2013-07-18,Búnker,22.26,7.81542
2013-07-18,Diésel,30.18,7.81542
2013-07-18,GLP,120.0,7.81542
2013-07-18,Regular,33.31,7.81542
2013-07-18,Superior,34.85,7.81542
2013-07-19,Búnker,22.26,7.8139
2013-07-19,Diésel,30.18,7.8139
2013-07-19,GLP,120.0,7.8139
2013-07-19,Regular,33.31,7.8139
2013-07-19,Superior,34.85,7.8139
2013-07-22,Búnker,22.26,7.81122
2013-07-22,Diésel,30.93,7.81122
2013-07-22,GLP,120.0,7.81122
2013-07-22,Regular,34.7,7.81122
2013-07-22,Superior,36.22,7.81122
2013-07-23,Búnker,22.26,7.81621
2013-07-23,Diésel,30.93,7.81621
2013-07-23,GLP,120.0,7.81621
2013-07-23,Regular,34.7,7.81621
2013-07-23,Superior,36.22,7.81621
2013-07-24,Búnker,22.26,7.81964
2013-07-24,Diésel,30.93,7.81964
2013-07-24,GLP,120.0,7.81964
2013-07-24,Regular,34.7,7.81964
2013-07-24,Superior,36.22,7.81964
2013-07-25,Búnker,22.26,7.82223
2013-07-25,Diésel,30.93,7.82223
2013-07-25,GLP,120.0,7.82223
2013-07-25,Regular,34.7,7.82223
2013-07-25,Superior,36.22,7.82223
2013-07-26,Búnker,22.26,7.87733
2013-07-26,Diésel,30.93,7.87733
2013-07-26,GLP,120.0,7.87733
2013-07-26,Regular,34.7,7.87733
2013-07-26,Superior,36.22,7.87733
2013-07-29,Búnker,21.94,7.83604
2013-07-29,Diésel,30.52,7.83604
2013-07-29,GLP,120.0,7.83604
2013-07-29,Regular,34.31,7.83604
2013-07-29,Superior,35.8,7.83604
2013-07-30,Búnker,21.94,7.83584
2013-07-30,Diésel,30.52,7.83584
2013-07-30,GLP,120.0,7.83584
2013-07-30,Regular,34.31,7.83584
2013-07-30,Superior,35.8,7.83584
2013-07-31,Búnker,21.94,7.84368
2013-07-31,Diésel,30.52,7.84368
2013-07-31,GLP,120.0,7.84368
2013-07-31,Regular,34.31,7.84368
2013-07-31,Superior,35.8,7.84368
2013-08-01,Búnker,21.94,7.83953
2013-08-01,Diésel,30.52,7.83953
2013-08-01,GLP,120.0,7.83953
2013-08-01,Regular,34.31,7.83953
2013-08-01,Superior,35.8,7.83953
2013-08-02,Búnker,21.94,7.83687
2013-08-02,Diésel,30.52,7.83687
2013-08-02,GLP,120.0,7.83687
2013-08-02,Regular,34.31,7.83687
2013-08-02,Superior,35.8,7.83687
2013-08-05,Búnker,21.74,7.83532
2013-08-05,Diésel,30.52,7.83532
2013-08-05,GLP,120.0,7.83532
2013-08-05,Regular,34.31,7.83532
2013-08-05,Superior,35.8,7.83532
2013-08-06,Búnker,21.74,7.83861
2013-08-06,Diésel,30.52,7.83861
2013-08-06,GLP,120.0,7.83861
2013-08-06,Regular,34.31,7.83861
2013-08-06,Superior,35.8,7.83861
2013-08-07,Búnker,21.74,7.84558
2013-08-07,Diésel,30.52,7.84558
2013-08-07,GLP,120.0,7.84558
2013-08-07,Regular,34.31,7.84558
2013-08-07,Superior,35.8,7.84558
2013-08-08,Búnker,21.74,7.84783
2013-08-08,Diésel,30.52,7.84783
2013-08-08,GLP,120.0,7.84783
2013-08-08,Regular,34.31,7.84783
2013-08-08,Superior,35.8,7.84783
2013-08-09,Búnker,21.74,7.85536
2013-08-09,Diésel,30.52,7.85536
2013-08-09,GLP,120.0,7.85536
2013-08-09,Regular,34.31,7.85536
2013-08-09,Superior,35.8,7.85536
2013-08-12,Búnker,21.4,7.85731
2013-08-12,Diésel,30.15,7.85731
2013-08-12,GLP,120.0,7.85731
2013-08-12,Regular,33.95,7.85731
2013-08-12,Superior,35.45,7.85731
2013-08-13,Búnker,21.4,7.86643
2013-08-13,Diésel,30.15,7.86643
2013-08-13,GLP,120.0,7.86643
2013-08-13,Regular,33.95,7.86643
2013-08-13,Superior,35.45,7.86643
2013-08-14,Búnker,21.4,7.87527
2013-08-14,Diésel,30.15,7.87527
2013-08-14,GLP,120.0,7.87527
2013-08-14,Regular,33.95,7.87527
2013-08-14,Superior,35.45,7.87527
2013-08-15,Búnker,21.4,7.87527
2013-08-15,Diésel,30.15,7.87527
2013-08-15,GLP,120.0,7.87527
2013-08-15,Regular,33.95,7.87527
2013-08-15,Superior,35.45,7.87527
2013-08-16,Búnker,21.4,7.88434
2013-08-16,Diésel,30.15,7.88434
2013-08-16,GLP,120.0,7.88434
2013-08-16,Regular,33.95,7.88434
2013-08-16,Superior,35.45,7.88434
2013-08-19,Búnker,21.21,7.88969
2013-08-19,Diésel,30.43,7.88969
2013-08-19,GLP,120.0,7.88969
2013-08-19,Regular,33.8,7.88969
2013-08-19,Superior,35.3,7.88969
2013-08-20,Búnker,21.21,7.89312
2013-08-20,Diésel,30.43,7.89312
2013-08-20,GLP,120.0,7.89312
2013-08-20,Regular,33.8,7.89312
2013-08-20,Superior,35.3,7.89312
2013-08-21,Búnker,21.21,7.89841
2013-08-21,Diésel,30.43,7.89841
